id_compte,numero_compte,type_compte,produit_bancaire,statut_compte,date_ouverture
6773,237-01-778863302,Professionnel,Crédit scolaire,Actif,2024-01-29
6774,237-01-778953042,Épargne,Épargne classique,Actif,2021-02-12
6775,237-01-778984915,Épargne,Épargne classique,Actif,2022-11-06
6776,237-01-779343181,Professionnel,Crédit scolaire,Actif,2023-09-18
6777,237-01-779573012,Tontine,Compte tontine,Actif,2018-01-19
6778,237-01-779586058,Épargne,Épargne classique,Actif,2025-01-01
6779,237-01-779589803,Épargne,Épargne projet,Bloqué,2021-02-06
6780,237-01-779631137,Association,Compte association,Actif,2017-02-06
6781,237-01-779681530,Professionnel,Compte professionnel,Actif,2018-05-22
6782,237-01-779848576,Épargne,Épargne jeune,Actif,2021-10-22
6783,237-01-780018482,Épargne,Épargne projet,Dormant,2022-09-02
6784,237-01-780196607,Professionnel,Crédit commercial,Actif,2026-01-28
6785,237-01-780264668,Commerçant,Compte commerçant,Actif,2025-09-06
6786,237-01-780298853,Épargne,Épargne jeune,Actif,2022-02-06
6787,237-01-780373175,Épargne,Épargne classique,Actif,2021-04-19
6788,237-01-780406159,Professionnel,Compte professionnel,Actif,2024-02-26
6789,237-01-780447359,Commerçant,Compte commerçant,Actif,2024-01-31
6790,237-01-780683357,Épargne,Épargne classique,Actif,2017-04-24
6791,237-01-780954711,Épargne,Épargne jeune,Actif,2018-10-07
6792,237-01-781072469,Professionnel,Compte professionnel,Actif,2025-09-25
6793,237-01-781135189,Épargne,Épargne projet,Actif,2021-04-01
6794,237-01-781389258,Association,Compte association,Actif,2024-05-19
6795,237-01-781404280,Courant,Compte courant,Actif,2021-07-19
6796,237-01-781563806,Épargne,Épargne projet,Actif,2025-03-08
6797,237-01-781811902,Tontine,Compte tontine,Actif,2017-01-26
6798,237-01-781869926,Professionnel,Compte professionnel,Actif,2018-01-29
6799,237-01-781957217,Courant,Compte salaire,Actif,2021-05-14
6800,237-01-781968925,Tontine,Compte tontine,Actif,2017-04-08
6801,237-01-781998606,Professionnel,Compte professionnel,Actif,2024-08-13
6802,237-01-782111059,Courant,Compte salaire,Actif,2022-06-10
6803,237-01-782129994,Épargne,Épargne classique,Dormant,2024-05-10
6804,237-01-782327608,Association,Compte association,Actif,2021-10-17
6805,237-01-782331928,Professionnel,Crédit scolaire,Actif,2022-12-08
6806,237-01-782400601,Professionnel,Crédit commercial,Actif,2017-09-15
6807,237-01-782561558,Professionnel,Crédit commercial,Actif,2024-05-21
6808,237-01-782649603,Professionnel,Crédit scolaire,Actif,2026-03-18
6809,237-01-782838216,Épargne,Épargne projet,Actif,2018-10-12
6810,237-01-782856631,Professionnel,Compte professionnel,Bloqué,2019-11-19
6811,237-01-782926248,Épargne,Épargne classique,Actif,2017-10-21
6812,237-01-783196896,Professionnel,Compte professionnel,Actif,2025-01-04
6813,237-01-783270710,Commerçant,Compte commerçant,Clôturé,2019-09-01
6814,237-01-783549603,Courant,Compte courant,Clôturé,2022-09-26
6815,237-01-783823453,Épargne,Épargne classique,Actif,2022-03-14
6816,237-01-783829786,Épargne,Épargne classique,Actif,2019-09-05
6817,237-01-784109216,Commerçant,Compte commerçant,Actif,2020-01-21
6818,237-01-784252456,Courant,Compte courant,Actif,2020-11-28
6819,237-01-784344524,Courant,Compte courant,Actif,2024-10-02
6820,237-01-784346578,Professionnel,Crédit scolaire,Actif,2020-10-05
6821,237-01-784620021,Tontine,Compte tontine,Actif,2019-02-20
6822,237-01-784620746,Épargne,Épargne projet,Actif,2022-03-04
6823,237-01-784645309,Tontine,Compte tontine,Actif,2017-03-20
6824,237-01-784832038,Professionnel,Crédit scolaire,Actif,2025-11-09
6825,237-01-784872050,Courant,Compte courant,Actif,2024-08-01
6826,237-01-785054195,Épargne,Épargne projet,Actif,2020-10-03
6827,237-01-785096985,Association,Compte association,Actif,2023-08-13
6828,237-01-785142416,Association,Compte association,Bloqué,2024-11-27
6829,237-01-785412161,Courant,Compte salaire,Actif,2024-03-23
6830,237-01-785493930,Commerçant,Compte commerçant,Actif,2025-07-24
6831,237-01-785539245,Commerçant,Compte commerçant,Actif,2017-07-30
6832,237-01-785636713,Association,Compte association,Actif,2018-03-14
6833,237-01-785685901,Courant,Compte courant,Actif,2025-12-14
6834,237-01-785793301,Professionnel,Crédit scolaire,Actif,2023-09-03
6835,237-01-785855810,Professionnel,Compte professionnel,Actif,2019-08-19
6836,237-01-785960562,Professionnel,Crédit scolaire,Actif,2020-08-21
6837,237-01-786070661,Tontine,Compte tontine,Bloqué,2026-04-08
6838,237-01-786205236,Association,Compte association,Actif,2021-05-30
6839,237-01-786284304,Professionnel,Compte professionnel,Actif,2017-05-03
6840,237-01-786287542,Tontine,Compte tontine,Clôturé,2023-03-06
6841,237-01-786406261,Commerçant,Compte commerçant,Actif,2022-07-24
6842,237-01-786410134,Professionnel,Crédit commercial,Dormant,2018-01-26
6843,237-01-786494535,Courant,Compte salaire,Actif,2018-10-01
6844,237-01-786498306,Courant,Compte courant,Actif,2021-02-20
6845,237-01-786750789,Épargne,Épargne classique,Actif,2022-02-03
6846,237-01-786910455,Professionnel,Crédit commercial,Actif,2025-04-01
6847,237-01-787009018,Courant,Compte courant,Actif,2023-10-18
6848,237-01-787105874,Courant,Compte courant,Clôturé,2019-12-11
6849,237-01-787188410,Épargne,Épargne projet,Actif,2017-04-23
6850,237-01-787647404,Épargne,Épargne projet,Actif,2017-03-12
6851,237-01-787696507,Courant,Compte courant,Actif,2017-09-23
6852,237-01-787836676,Association,Compte association,Bloqué,2023-12-18
6853,237-01-787902249,Association,Compte association,Actif,2023-02-17
6854,237-01-787997738,Professionnel,Crédit commercial,Actif,2026-02-20
6855,237-01-788056585,Épargne,Épargne classique,Actif,2025-11-09
6856,237-01-788131313,Commerçant,Compte commerçant,Actif,2026-06-19
6857,237-01-788152513,Épargne,Épargne jeune,Actif,2022-12-07
6858,237-01-788159792,Épargne,Épargne projet,Bloqué,2021-05-17
6859,237-01-788335170,Commerçant,Compte commerçant,Actif,2017-01-07
6860,237-01-788483075,Professionnel,Crédit scolaire,Actif,2020-02-02
6861,237-01-788604850,Professionnel,Crédit commercial,Actif,2026-03-25
6862,237-01-788836438,Courant,Compte salaire,Actif,2021-08-05
6863,237-01-788838905,Tontine,Compte tontine,Actif,2019-01-09
6864,237-01-788854374,Épargne,Épargne classique,Actif,2022-08-11
6865,237-01-789006994,Association,Compte association,Actif,2021-08-18
6866,237-01-789184688,Courant,Compte courant,Actif,2026-06-15
6867,237-01-789246159,Épargne,Épargne projet,Actif,2022-07-19
6868,237-01-789437844,Épargne,Épargne jeune,Dormant,2018-12-03
6869,237-01-789495130,Professionnel,Crédit scolaire,Dormant,2017-04-24
6870,237-01-789545294,Tontine,Compte tontine,Actif,2025-11-13
6871,237-01-789639152,Association,Compte association,Actif,2022-07-04
6872,237-01-789700555,Tontine,Compte tontine,Actif,2020-06-07
6873,237-01-790011485,Courant,Compte salaire,Actif,2024-12-21
6874,237-01-790196823,Courant,Compte courant,Actif,2023-12-03
6875,237-01-790198577,Courant,Compte salaire,Actif,2021-04-10
6876,237-01-790262371,Courant,Compte courant,Clôturé,2021-07-16
6877,237-01-790353467,Courant,Compte courant,Actif,2018-06-03
6878,237-01-790501010,Courant,Compte courant,Actif,2022-08-24
6879,237-01-790622099,Association,Compte association,Actif,2023-10-04
6880,237-01-790639368,Professionnel,Crédit scolaire,Actif,2021-07-31
6881,237-01-790946975,Professionnel,Compte professionnel,Actif,2018-02-08
6882,237-01-791043235,Professionnel,Crédit commercial,Actif,2018-12-03
6883,237-01-791083977,Épargne,Épargne jeune,Actif,2019-01-15
6884,237-01-791117428,Épargne,Épargne classique,Actif,2020-09-10
6885,237-01-791151155,Courant,Compte salaire,Actif,2017-01-20
6886,237-01-791296898,Tontine,Compte tontine,Actif,2021-10-24
6887,237-01-791343850,Courant,Compte courant,Actif,2023-12-07
6888,237-01-791374900,Courant,Compte salaire,Actif,2017-11-26
6889,237-01-791431891,Professionnel,Crédit commercial,Dormant,2021-02-26
6890,237-01-791665277,Épargne,Épargne jeune,Actif,2025-04-20
6891,237-01-791730845,Tontine,Compte tontine,Actif,2026-04-27
6892,237-01-791736705,Association,Compte association,Actif,2021-08-30
6893,237-01-791785854,Épargne,Épargne projet,Actif,2025-10-24
6894,237-01-791941501,Professionnel,Crédit scolaire,Actif,2024-09-20
6895,237-01-791994971,Épargne,Épargne jeune,Actif,2021-03-18
6896,237-01-792011452,Tontine,Compte tontine,Actif,2022-09-30
6897,237-01-792083090,Épargne,Épargne projet,Actif,2017-01-16
6898,237-01-792145447,Courant,Compte courant,Actif,2022-10-13
6899,237-01-792254297,Professionnel,Crédit scolaire,Actif,2023-05-18
6900,237-01-792315294,Courant,Compte salaire,Actif,2024-01-19
6901,237-01-792443218,Courant,Compte courant,Actif,2020-06-04
6902,237-01-792492950,Commerçant,Compte commerçant,Actif,2026-05-26
6903,237-01-792590351,Professionnel,Crédit commercial,Actif,2023-05-22
6904,237-01-792658717,Professionnel,Crédit commercial,Actif,2021-08-30
6905,237-01-792674153,Courant,Compte courant,Actif,2020-08-18
6906,237-01-792729461,Professionnel,Crédit scolaire,Actif,2017-02-03
6907,237-01-792816821,Professionnel,Crédit scolaire,Actif,2022-06-06
6908,237-01-792960431,Courant,Compte courant,Actif,2025-11-29
6909,237-01-793069542,Association,Compte association,Actif,2023-08-10
6910,237-01-793249347,Association,Compte association,Actif,2024-06-08
6911,237-01-793321590,Professionnel,Crédit commercial,Dormant,2024-04-17
6912,237-01-793346952,Épargne,Épargne jeune,Actif,2019-04-25
6913,237-01-793352292,Commerçant,Compte commerçant,Actif,2019-01-14
6914,237-01-793457255,Professionnel,Crédit commercial,Actif,2017-06-22
6915,237-01-793504044,Épargne,Épargne classique,Actif,2023-11-29
6916,237-01-793575722,Tontine,Compte tontine,Actif,2017-06-19
6917,237-01-793678918,Professionnel,Crédit commercial,Actif,2017-06-09
6918,237-01-793721032,Professionnel,Crédit commercial,Actif,2025-07-05
6919,237-01-793869564,Tontine,Compte tontine,Actif,2022-01-06
6920,237-01-793960548,Épargne,Épargne jeune,Actif,2026-06-16
6921,237-01-794030945,Épargne,Épargne classique,Actif,2025-08-10
6922,237-01-794150556,Association,Compte association,Actif,2018-11-17
6923,237-01-794167914,Tontine,Compte tontine,Actif,2024-04-13
6924,237-01-794229239,Épargne,Épargne jeune,Actif,2024-12-27
6925,237-01-794286665,Courant,Compte salaire,Actif,2017-12-01
6926,237-01-794303779,Professionnel,Crédit commercial,Actif,2025-04-04
6927,237-01-794517511,Épargne,Épargne projet,Actif,2026-01-03
6928,237-01-794597364,Professionnel,Crédit scolaire,Dormant,2025-04-05
6929,237-01-794795771,Tontine,Compte tontine,Actif,2019-05-23
6930,237-01-794971906,Courant,Compte salaire,Actif,2020-03-21
6931,237-01-795001565,Professionnel,Compte professionnel,Actif,2024-09-03
6932,237-01-795054287,Épargne,Épargne jeune,Actif,2022-12-25
6933,237-01-795205350,Épargne,Épargne classique,Actif,2017-11-15
6934,237-01-795435704,Professionnel,Crédit scolaire,Actif,2020-06-14
6935,237-01-795552486,Courant,Compte salaire,Actif,2018-11-02
6936,237-01-795626086,Épargne,Épargne jeune,Actif,2021-05-21
6937,237-01-795669812,Épargne,Épargne projet,Actif,2025-01-12
6938,237-01-795727260,Épargne,Épargne classique,Actif,2019-02-03
6939,237-01-795743949,Professionnel,Crédit commercial,Actif,2020-10-31
6940,237-01-795821913,Tontine,Compte tontine,Actif,2025-12-07
6941,237-01-795864244,Association,Compte association,Actif,2023-10-12
6942,237-01-795944052,Épargne,Épargne projet,Clôturé,2024-07-23
6943,237-01-795996352,Épargne,Épargne classique,Actif,2021-12-13
6944,237-01-796160448,Professionnel,Crédit commercial,Actif,2022-05-24
6945,237-01-796163210,Courant,Compte salaire,Actif,2019-12-24
6946,237-01-796375655,Courant,Compte salaire,Actif,2018-06-25
6947,237-01-796662101,Épargne,Épargne jeune,Actif,2025-07-19
6948,237-01-796695192,Épargne,Épargne classique,Actif,2017-04-16
6949,237-01-796816380,Épargne,Épargne projet,Actif,2024-03-08
6950,237-01-796868432,Épargne,Épargne jeune,Actif,2020-02-16
6951,237-01-797021660,Tontine,Compte tontine,Actif,2020-02-29
6952,237-01-797062896,Professionnel,Crédit commercial,Actif,2023-02-22
6953,237-01-797246680,Professionnel,Crédit scolaire,Actif,2020-05-13
6954,237-01-797616631,Commerçant,Compte commerçant,Actif,2024-03-17
6955,237-01-797700949,Professionnel,Crédit commercial,Actif,2018-11-18
6956,237-01-797816679,Professionnel,Compte professionnel,Actif,2020-09-24
6957,237-01-798422108,Association,Compte association,Actif,2018-01-17
6958,237-01-798465273,Commerçant,Compte commerçant,Actif,2021-06-08
6959,237-01-798513667,Professionnel,Crédit scolaire,Actif,2018-05-13
6960,237-01-798568889,Épargne,Épargne classique,Actif,2017-08-21
6961,237-01-798777721,Commerçant,Compte commerçant,Actif,2017-05-01
6962,237-01-798839159,Épargne,Épargne classique,Actif,2020-10-03
6963,237-01-798842454,Courant,Compte courant,Actif,2026-06-26
6964,237-01-798849380,Courant,Compte courant,Actif,2024-02-08
6965,237-01-799018925,Épargne,Épargne jeune,Clôturé,2024-03-02
6966,237-01-799047600,Professionnel,Compte professionnel,Actif,2023-08-03
6967,237-01-799113382,Professionnel,Crédit commercial,Actif,2017-09-25
6968,237-01-799259025,Tontine,Compte tontine,Actif,2017-12-22
6969,237-01-799270572,Tontine,Compte tontine,Actif,2020-01-09
6970,237-01-799579558,Épargne,Épargne classique,Actif,2019-07-30
6971,237-01-799705536,Professionnel,Crédit scolaire,Clôturé,2018-10-09
6972,237-01-800026706,Épargne,Épargne projet,Actif,2021-06-05
6973,237-01-800092957,Commerçant,Compte commerçant,Actif,2025-02-16
6974,237-01-800133384,Commerçant,Compte commerçant,Actif,2024-06-23
6975,237-01-800178903,Épargne,Épargne projet,Actif,2024-05-30
6976,237-01-800479206,Courant,Compte salaire,Actif,2025-08-06
6977,237-01-800568682,Professionnel,Crédit commercial,Actif,2017-12-11
6978,237-01-800608530,Professionnel,Compte professionnel,Actif,2017-10-26
6979,237-01-800616603,Courant,Compte courant,Clôturé,2019-08-22
6980,237-01-800683162,Épargne,Épargne jeune,Actif,2023-11-24
6981,237-01-800709122,Tontine,Compte tontine,Actif,2024-07-24
6982,237-01-800944177,Tontine,Compte tontine,Dormant,2021-12-08
6983,237-01-800960118,Épargne,Épargne classique,Actif,2024-05-24
6984,237-01-801181196,Commerçant,Compte commerçant,Actif,2023-11-13
6985,237-01-801187318,Tontine,Compte tontine,Actif,2017-05-05
6986,237-01-801407859,Commerçant,Compte commerçant,Actif,2018-08-18
6987,237-01-801469980,Tontine,Compte tontine,Actif,2023-12-25
6988,237-01-801499129,Épargne,Épargne projet,Actif,2017-11-22
6989,237-01-801550227,Tontine,Compte tontine,Bloqué,2017-09-30
6990,237-01-801617388,Épargne,Épargne projet,Actif,2022-07-22
6991,237-01-801645727,Tontine,Compte tontine,Actif,2018-08-07
6992,237-01-801645732,Épargne,Épargne classique,Actif,2023-09-09
6993,237-01-801672410,Professionnel,Crédit commercial,Actif,2022-12-15
6994,237-01-801980702,Professionnel,Compte professionnel,Actif,2025-04-19
6995,237-01-801991767,Courant,Compte courant,Actif,2017-03-06
6996,237-01-802054716,Épargne,Épargne projet,Bloqué,2023-09-26
6997,237-01-802063085,Professionnel,Crédit commercial,Actif,2024-01-10
6998,237-01-802097254,Tontine,Compte tontine,Actif,2020-03-14
6999,237-01-802110920,Épargne,Épargne classique,Actif,2020-08-08
7000,237-01-802124029,Association,Compte association,Actif,2019-12-16
7001,237-01-802158946,Tontine,Compte tontine,Actif,2022-08-30
7002,237-01-802469683,Tontine,Compte tontine,Actif,2018-03-08
7003,237-01-802476534,Épargne,Épargne jeune,Actif,2026-04-20
7004,237-01-802511666,Professionnel,Crédit scolaire,Actif,2022-10-11
7005,237-01-802531244,Épargne,Épargne classique,Actif,2019-02-07
7006,237-01-802789263,Professionnel,Crédit commercial,Actif,2025-07-06
7007,237-01-802861131,Courant,Compte salaire,Actif,2018-03-07
7008,237-01-802878927,Courant,Compte salaire,Actif,2020-04-21
7009,237-01-802957145,Association,Compte association,Actif,2018-05-17
7010,237-01-803051965,Épargne,Épargne classique,Actif,2022-07-10
7011,237-01-803227361,Professionnel,Crédit commercial,Actif,2024-03-13
7012,237-01-803350205,Courant,Compte courant,Actif,2022-06-12
7013,237-01-803577266,Professionnel,Compte professionnel,Actif,2021-02-02
7014,237-01-803621164,Épargne,Épargne jeune,Actif,2025-03-01
7015,237-01-803687846,Épargne,Épargne classique,Actif,2017-01-06
7016,237-01-803728553,Professionnel,Compte professionnel,Actif,2022-01-12
7017,237-01-803752891,Tontine,Compte tontine,Actif,2025-12-04
7018,237-01-803776279,Épargne,Épargne projet,Actif,2023-11-16
7019,237-01-803872118,Courant,Compte courant,Actif,2021-05-08
7020,237-01-804056354,Professionnel,Crédit scolaire,Actif,2025-12-10
7021,237-01-804237374,Tontine,Compte tontine,Actif,2023-10-18
7022,237-01-804298621,Professionnel,Crédit commercial,Actif,2018-08-20
7023,237-01-804322866,Courant,Compte courant,Actif,2017-08-13
7024,237-01-804330339,Professionnel,Crédit commercial,Actif,2020-01-02
7025,237-01-804350826,Professionnel,Crédit scolaire,Actif,2022-07-30
7026,237-01-804789800,Épargne,Épargne classique,Actif,2019-05-30
7027,237-01-804829866,Professionnel,Crédit commercial,Actif,2021-01-19
7028,237-01-804831485,Professionnel,Crédit scolaire,Actif,2024-10-16
7029,237-01-804893070,Tontine,Compte tontine,Actif,2018-07-02
7030,237-01-805066899,Épargne,Épargne projet,Actif,2017-05-31
7031,237-01-805586235,Association,Compte association,Actif,2019-11-30
7032,237-01-805712971,Commerçant,Compte commerçant,Actif,2025-09-07
7033,237-01-805735217,Tontine,Compte tontine,Actif,2022-09-16
7034,237-01-806079536,Tontine,Compte tontine,Actif,2021-03-23
7035,237-01-806208637,Association,Compte association,Actif,2022-07-29
7036,237-01-806368084,Tontine,Compte tontine,Actif,2025-07-19
7037,237-01-806379451,Épargne,Épargne classique,Actif,2022-05-10
7038,237-01-806437540,Courant,Compte courant,Actif,2025-12-27
7039,237-01-806477499,Épargne,Épargne jeune,Actif,2022-08-23
7040,237-01-806477944,Professionnel,Crédit commercial,Clôturé,2022-07-25
7041,237-01-806629673,Professionnel,Compte professionnel,Actif,2018-08-27
7042,237-01-806714003,Commerçant,Compte commerçant,Actif,2024-06-25
7043,237-01-806871709,Professionnel,Compte professionnel,Actif,2023-07-25
7044,237-01-806918456,Commerçant,Compte commerçant,Bloqué,2020-11-03
7045,237-01-807011596,Épargne,Épargne jeune,Clôturé,2020-02-02
7046,237-01-807025236,Professionnel,Compte professionnel,Actif,2019-01-13
7047,237-01-807028332,Professionnel,Crédit scolaire,Actif,2022-08-01
7048,237-01-807203581,Courant,Compte salaire,Actif,2021-04-21
7049,237-01-807275579,Professionnel,Crédit scolaire,Actif,2025-08-16
7050,237-01-807282373,Commerçant,Compte commerçant,Actif,2026-04-04
7051,237-01-807481848,Épargne,Épargne classique,Actif,2024-12-02
7052,237-01-807528508,Épargne,Épargne projet,Actif,2024-03-13
7053,237-01-807589328,Professionnel,Compte professionnel,Actif,2021-01-13
7054,237-01-807649015,Courant,Compte courant,Actif,2026-06-20
7055,237-01-807674060,Commerçant,Compte commerçant,Actif,2017-10-16
7056,237-01-807682627,Épargne,Épargne classique,Clôturé,2024-05-30
7057,237-01-807776936,Association,Compte association,Actif,2018-05-11
7058,237-01-807807623,Professionnel,Crédit scolaire,Actif,2022-03-22
7059,237-01-807996951,Tontine,Compte tontine,Actif,2017-03-06
7060,237-01-808036251,Courant,Compte salaire,Actif,2022-01-31
7061,237-01-808045109,Épargne,Épargne jeune,Actif,2018-11-02
7062,237-01-808104206,Professionnel,Crédit scolaire,Bloqué,2025-10-11
7063,237-01-808138834,Épargne,Épargne classique,Actif,2025-12-19
7064,237-01-808158172,Épargne,Épargne projet,Actif,2017-02-13
7065,237-01-808246117,Épargne,Épargne classique,Actif,2019-07-17
7066,237-01-808337658,Commerçant,Compte commerçant,Actif,2024-05-13
7067,237-01-808535937,Commerçant,Compte commerçant,Actif,2017-11-15
7068,237-01-808833602,Épargne,Épargne projet,Actif,2026-01-12
7069,237-01-808888976,Professionnel,Compte professionnel,Actif,2025-05-01
7070,237-01-808898912,Professionnel,Crédit commercial,Actif,2026-05-26
7071,237-01-809044082,Professionnel,Crédit scolaire,Actif,2020-04-09
7072,237-01-809072479,Épargne,Épargne classique,Actif,2020-06-27
7073,237-01-809147535,Professionnel,Crédit scolaire,Bloqué,2020-10-22
7074,237-01-809240430,Épargne,Épargne jeune,Actif,2017-09-09
7075,237-01-809493318,Épargne,Épargne projet,Actif,2022-06-20
7076,237-01-809741433,Professionnel,Compte professionnel,Actif,2024-07-30
7077,237-01-809999520,Épargne,Épargne classique,Actif,2018-05-26
7078,237-01-810208225,Courant,Compte salaire,Actif,2019-01-17
7079,237-01-810295772,Courant,Compte salaire,Actif,2017-04-17
7080,237-01-810324010,Courant,Compte salaire,Actif,2020-11-23
7081,237-01-810353607,Courant,Compte salaire,Actif,2022-07-30
7082,237-01-810619370,Courant,Compte courant,Actif,2024-08-29
7083,237-01-810806971,Professionnel,Compte professionnel,Actif,2018-07-07
7084,237-01-810892664,Professionnel,Crédit scolaire,Clôturé,2025-03-24
7085,237-01-810994397,Épargne,Épargne projet,Actif,2023-04-26
7086,237-01-811013338,Épargne,Épargne jeune,Actif,2026-04-03
7087,237-01-811102414,Épargne,Épargne projet,Actif,2017-05-30
7088,237-01-811123033,Épargne,Épargne jeune,Actif,2023-10-07
7089,237-01-811168833,Courant,Compte salaire,Actif,2019-05-31
7090,237-01-811256578,Épargne,Épargne projet,Actif,2022-10-09
7091,237-01-811283838,Courant,Compte salaire,Actif,2024-12-22
7092,237-01-811375538,Courant,Compte courant,Actif,2019-08-15
7093,237-01-811410765,Professionnel,Crédit scolaire,Actif,2024-03-17
7094,237-01-811520750,Professionnel,Compte professionnel,Actif,2017-10-28
7095,237-01-811793565,Courant,Compte salaire,Actif,2022-01-24
7096,237-01-811797726,Courant,Compte courant,Actif,2021-06-06
7097,237-01-811846033,Association,Compte association,Actif,2023-06-21
7098,237-01-811915291,Professionnel,Crédit scolaire,Bloqué,2017-02-14
7099,237-01-811944732,Commerçant,Compte commerçant,Actif,2023-08-22
7100,237-01-812005011,Tontine,Compte tontine,Actif,2019-03-04
7101,237-01-812031461,Épargne,Épargne classique,Dormant,2019-11-28
7102,237-01-812111129,Courant,Compte courant,Actif,2019-10-21
7103,237-01-812137711,Épargne,Épargne projet,Actif,2020-02-06
7104,237-01-812178668,Épargne,Épargne classique,Actif,2021-01-15
7105,237-01-812224293,Courant,Compte salaire,Actif,2025-02-04
7106,237-01-812357511,Association,Compte association,Actif,2022-11-30
7107,237-01-812538599,Épargne,Épargne projet,Actif,2020-08-17
7108,237-01-812640775,Association,Compte association,Actif,2019-10-01
7109,237-01-812799766,Courant,Compte salaire,Actif,2022-06-10
7110,237-01-812882221,Commerçant,Compte commerçant,Bloqué,2024-08-19
7111,237-01-812972720,Tontine,Compte tontine,Clôturé,2018-01-30
7112,237-01-813601623,Professionnel,Crédit commercial,Actif,2019-04-23
7113,237-01-813666946,Courant,Compte salaire,Actif,2026-04-10
7114,237-01-813831516,Professionnel,Crédit commercial,Actif,2017-02-10
7115,237-01-813845520,Association,Compte association,Actif,2019-08-29
7116,237-01-813901975,Commerçant,Compte commerçant,Actif,2022-10-05
7117,237-01-814126625,Professionnel,Compte professionnel,Actif,2023-07-13
7118,237-01-814134721,Professionnel,Crédit commercial,Actif,2026-04-15
7119,237-01-814227616,Courant,Compte salaire,Actif,2023-03-30
7120,237-01-814386815,Épargne,Épargne projet,Actif,2024-02-07
7121,237-01-814390404,Courant,Compte courant,Clôturé,2025-07-31
7122,237-01-814480040,Courant,Compte salaire,Actif,2024-12-02
7123,237-01-814718326,Professionnel,Crédit commercial,Actif,2021-11-19
7124,237-01-814914739,Professionnel,Crédit commercial,Actif,2023-04-27
7125,237-01-815088335,Courant,Compte courant,Clôturé,2025-01-12
7126,237-01-815120650,Professionnel,Crédit commercial,Actif,2018-07-31
7127,237-01-815149784,Épargne,Épargne classique,Bloqué,2018-03-04
7128,237-01-815401386,Épargne,Épargne jeune,Actif,2020-09-05
7129,237-01-815667669,Tontine,Compte tontine,Actif,2025-05-30
7130,237-01-815750737,Professionnel,Crédit scolaire,Actif,2020-07-22
7131,237-01-815762231,Épargne,Épargne classique,Actif,2026-05-29
7132,237-01-815894182,Épargne,Épargne projet,Actif,2022-03-25
7133,237-01-816089218,Commerçant,Compte commerçant,Actif,2021-03-10
7134,237-01-816144429,Courant,Compte courant,Dormant,2025-09-25
7135,237-01-816199726,Épargne,Épargne jeune,Dormant,2023-11-01
7136,237-01-816443549,Épargne,Épargne classique,Actif,2018-09-09
7137,237-01-816449113,Commerçant,Compte commerçant,Actif,2020-11-09
7138,237-01-816453493,Tontine,Compte tontine,Actif,2018-02-21
7139,237-01-816533412,Épargne,Épargne classique,Actif,2018-10-23
7140,237-01-816634137,Association,Compte association,Clôturé,2025-12-11
7141,237-01-816646237,Association,Compte association,Actif,2017-12-06
7142,237-01-816656680,Courant,Compte courant,Bloqué,2018-04-27
7143,237-01-817070305,Commerçant,Compte commerçant,Dormant,2021-07-18
7144,237-01-817221724,Professionnel,Crédit scolaire,Actif,2017-02-27
7145,237-01-817342547,Épargne,Épargne projet,Actif,2019-04-21
7146,237-01-817387497,Professionnel,Crédit scolaire,Actif,2022-11-09
7147,237-01-817673717,Professionnel,Crédit scolaire,Actif,2026-04-08
7148,237-01-817718945,Courant,Compte courant,Actif,2025-12-23
7149,237-01-818107951,Épargne,Épargne classique,Actif,2018-06-23
7150,237-01-818170086,Professionnel,Compte professionnel,Actif,2024-09-20
7151,237-01-818212891,Courant,Compte courant,Actif,2021-05-21
7152,237-01-818296265,Association,Compte association,Actif,2025-11-18
7153,237-01-818300504,Courant,Compte courant,Actif,2018-02-14
7154,237-01-818302730,Épargne,Épargne jeune,Actif,2024-01-20
7155,237-01-818394656,Épargne,Épargne classique,Actif,2020-03-29
7156,237-01-818431683,Commerçant,Compte commerçant,Actif,2017-10-04
7157,237-01-818510663,Commerçant,Compte commerçant,Actif,2019-02-19
7158,237-01-818543516,Tontine,Compte tontine,Actif,2023-01-10
7159,237-01-818569255,Courant,Compte salaire,Actif,2023-06-25
7160,237-01-818703947,Épargne,Épargne classique,Actif,2023-05-21
7161,237-01-818746095,Courant,Compte courant,Actif,2026-05-04
7162,237-01-818826209,Épargne,Épargne classique,Actif,2022-12-30
7163,237-01-819158617,Professionnel,Crédit scolaire,Actif,2017-02-18
7164,237-01-819263185,Professionnel,Compte professionnel,Actif,2020-08-02
7165,237-01-819337510,Courant,Compte salaire,Clôturé,2023-01-21
7166,237-01-819494039,Professionnel,Crédit scolaire,Actif,2026-05-09
7167,237-01-819568725,Professionnel,Compte professionnel,Actif,2019-07-26
7168,237-01-820236152,Commerçant,Compte commerçant,Actif,2019-11-10
7169,237-01-820244299,Courant,Compte courant,Actif,2020-05-20
7170,237-01-820270726,Courant,Compte salaire,Actif,2021-01-24
7171,237-01-820327221,Professionnel,Compte professionnel,Actif,2021-11-12
7172,237-01-820571241,Courant,Compte courant,Actif,2021-08-11
7173,237-01-820635701,Professionnel,Compte professionnel,Bloqué,2019-01-24
7174,237-01-820642443,Professionnel,Crédit commercial,Actif,2020-08-24
7175,237-01-820713778,Épargne,Épargne jeune,Actif,2018-08-29
7176,237-01-820752872,Courant,Compte salaire,Actif,2025-10-30
7177,237-01-820963147,Courant,Compte courant,Actif,2019-08-27
