numero_compte,code_client,type_compte,produit_bancaire,statut_compte,date_ouverture,devise,solde_initial
237-01-995412238,CUST-0000350,Épargne,Épargne classique,Actif,2019-12-04,XAF,871280
237-01-882462258,CUST-0004077,Épargne,Épargne projet,Actif,2025-12-28,FCFA,463696
237-01-253328128,CUST-0003651,Tontine,Compte tontine,Actif,2017-02-28,XAF,2795730
237-01-132860047,CUST-0000937,Courant,Compte salaire,Actif,2024-12-17,XAF,3593642
237-01-808535937,CUST-0004410,Commerçant,Compte commerçant,Actif,2017-11-15,FCFA,2384306
237-01-764679711,CUST-0003105,Professionnel,Compte professionnel,Actif,2019-01-27,XAF,2955432
237-01-886218537,CUST-0005842,Professionnel,Crédit commercial,Dormant,2018-05-14,FCFA,3721073
237-01-474938698,CUST-0000221,Professionnel,Crédit commercial,Actif,2025-12-07,FCFA,3411475
237-01-162203761,CUST-0005025,Professionnel,Compte professionnel,Actif,2017-10-14,FCFA,1257291
237-01-262474034,CUST-0002138,Professionnel,Crédit commercial,Actif,2023-01-19,XAF,3488775
237-01-190554342,CUST-0005559,Épargne,Épargne projet,Actif,2024-08-29,XAF,4167701
237-01-836620115,CUST-0001373,Épargne,Épargne projet,Actif,2025-08-06,FCFA,489370
237-01-349447449,CUST-0000265,Courant,Compte salaire,Actif,2020-11-07,XAF,992336
237-01-284431772,CUST-0003902,Épargne,Épargne projet,Actif,2020-06-16,FCFA,3285227
237-01-235888276,CUST-0002113,Courant,Compte courant,Actif,2019/10/21,XAF,4414701
237-01-263303572,CUST-0000557,Épargne,Épargne classique,Actif,2023-03-03,XAF,1378523
237-01-562495716,CUST-0001977,Professionnel,Crédit scolaire,Actif,2024-11-10,XAF,2140699
237-01-178048382,CUST-0004133,Professionnel,Compte professionnel,Actif,2023-12-21,XAF,1409678
237-01-634337389,CUST-0001577,Professionnel,Compte professionnel,Actif,2020-09-21,FCFA,1301258
237-01-154315458,CUST-0000233,Professionnel,Compte professionnel,Actif,2022/12/01,FCFA,973637
237-01-603636983,CUST-0002212,Professionnel,Crédit scolaire,Actif,30/01/2019,XAF,1026114
237-01-220889791,CUST-0005349,Épargne,Épargne jeune,Actif,2017-03-14,XAF,4767085
237-01-174774335,CUST-0004270,Épargne,Épargne jeune,Bloqué,2022-03-16,XAF,3712671
237-01-711616792,CUST-0001197,Épargne,Épargne classique,Actif,2025-01-19,XAF,2229556
237-01-516893476,CUST-0000954,Professionnel,Crédit commercial,Actif,2018-05-05,XAF,378922
237-01-700835784,CUST-0000821,Commerçant,Compte commerçant,Dormant,2022-05-24,FCFA,1465674
237-01-372779323,CUST-0001010,Professionnel,Compte professionnel,Actif,2022-11-04,XAF,3165815
237-01-466062465,CUST-0005395,Tontine,Compte tontine,Actif,2018-10-31,XAF,2324434
237-01-407703239,CUST-0001273,Professionnel,Crédit scolaire,Actif,2019-10-21,FCFA,1759975
237-01-621154404,CUST-0000387,Courant,Compte salaire,Actif,2020-04-25,XAF,2430093
237-01-886538616,CUST-0002925,Tontine,Compte tontine,Actif,2019-08-24,FCFA,381075
237-01-147499960,CUST-0005628,Épargne,Épargne jeune,Actif,2020-11-03,XAF,2744201
237-01-302333414,CUST-0001835,Commerçant,Compte commerçant,Actif,2023-03-04,FCFA,585074
237-01-997297039,CUST-0004017,Professionnel,Crédit scolaire,Actif,2021-06-23,FCFA,1980392
237-01-682711088,CUST-0005954,Épargne,Épargne projet,Actif,16/09/2019,FCFA,4981254
237-01-625134654,CUST-0005832,Courant,Compte salaire,Actif,2020-07-02,XAF,2317218
237-01-989395812,CUST-0005052,Professionnel,Crédit scolaire,Actif,2020-09-22,XAF,3431506
237-01-197612039,CUST-0000877,Commerçant,Compte commerçant,Actif,2025-03-11,XAF,3515995
237-01-701872230,CUST-0001833,Commerçant,Compte commerçant,Actif,2025-12-21,XAF,3385353
237-01-871389797,CUST-0006194,Commerçant,Compte commerçant,Actif,2024/04/25,FCFA,3744102
237-01-402801808,CUST-0003269,Épargne,Épargne classique,Dormant,2020-09-07,FCFA,429783
237-01-425699443,CUST-0006028,Professionnel,Crédit scolaire,Actif,2021-12-09,FCFA,4850785
237-01-825331255,CUST-0000896,Tontine,Compte tontine,Actif,2022-07-25,FCFA,3770678
237-01-728230383,CUST-0003006,Professionnel,Crédit commercial,Actif,2018-03-11,XAF,3319456
237-01-833624683,CUST-0002898,Professionnel,Crédit scolaire,Actif,2023/03/23,XAF,91912
237-01-434545685,CUST-0002022,Épargne,Épargne classique,Actif,2023-07-24,FCFA,624253
237-01-220895895,CUST-0002510,Professionnel,Crédit scolaire,Actif,2020-08-18,XAF,665965
237-01-490468793,CUST-0002833,Courant,Compte courant,Bloqué,2019-04-02,XAF,228518
237-01-361658909,CUST-0003311,Épargne,Épargne classique,Actif,2020-10-03,FCFA,3202796
237-01-526955601,CUST-0005152,Courant,Compte salaire,Actif,2025/05/27,FCFA,4431432
237-01-174128756,CUST-0000759,Professionnel,Compte professionnel,Actif,2019-03-22,FCFA,1644386
237-01-387962598,CUST-0001095,Épargne,Épargne jeune,Actif,2017/09/15,XAF,2848719
237-01-525853090,CUST-0002953,Épargne,Épargne jeune,Bloqué,2026-05-13,FCFA,3553694
237-01-852338728,CUST-0004154,Épargne,Épargne projet,Actif,2021-05-21,XAF,344990
237-01-227119907,CUST-0000591,Professionnel,Crédit commercial,Clôturé,2021/12/10,XAF,2350199
237-01-446628553,CUST-0005640,Courant,Compte salaire,Actif,2024-10-31,XAF,2327880
237-01-458606260,CUST-0000854,Tontine,Compte tontine,Actif,2019-03-11,FCFA,2258118
237-01-930831028,CUST-0003390,Association,Compte association,Actif,2026-02-10,FCFA,4916067
237-01-310029921,CUST-0001524,Professionnel,Crédit scolaire,Bloqué,2021-02-06,XAF,4297847
237-01-206768175,CUST-0003351,Épargne,Épargne classique,Actif,17/07/2022,XAF,3768229
237-01-994972878,CUST-0005859,Professionnel,Crédit scolaire,Bloqué,2020-08-23,FCFA,2464106
237-01-899700963,CUST-0004791,Commerçant,Compte commerçant,Actif,2026-01-14,XAF,2292363
237-01-666902083,CUST-0005334,Épargne,Épargne jeune,Actif,2024/05/09,FCFA,1742324
237-01-131098685,CUST-0001849,Tontine,Compte tontine,Dormant,2017-10-20,XAF,4390161
237-01-355623238,CUST-0004795,Professionnel,Compte professionnel,Actif,2023-06-25,XAF,1068606
237-01-418394108,CUST-0001036,Tontine,Compte tontine,Actif,2019-10-10,XAF,2623509
237-01-772724372,CUST-0006199,Courant,Compte courant,Actif,2022-10-24,FCFA,580547
237-01-575150082,CUST-0006041,Professionnel,Compte professionnel,Actif,2025-12-14,XAF,2188654
237-01-562337672,CUST-0005605,Professionnel,Crédit commercial,Actif,2024-10-27,FCFA,2871354
237-01-430110197,CUST-0000624,Professionnel,Crédit scolaire,Actif,16/12/2025,FCFA,2863336
237-01-194806690,CUST-0002553,Épargne,Épargne classique,Bloqué,2017-06-05,XAF,1007467
237-01-192230700,CUST-0005627,Épargne,Épargne classique,Actif,2022-10-04,XAF,4572442
237-01-722585693,CUST-0002811,Professionnel,Crédit commercial,Actif,24/01/2017,FCFA,12060
237-01-330935428,CUST-0004317,Commerçant,Compte commerçant,Actif,2021-06-05,XAF,2680734
237-01-856756848,CUST-0004636,Épargne,Épargne jeune,Dormant,01/01/2024,XAF,4341071
237-01-613886504,CUST-0001407,Épargne,Épargne projet,Actif,2018-02-13,FCFA,2487166
237-01-770941425,CUST-0000730,Épargne,Épargne jeune,Actif,2020-12-08,FCFA,2043053
237-01-507868126,CUST-0002511,Professionnel,Crédit scolaire,Actif,2018-06-09,XAF,157060
237-01-520486705,CUST-0000452,Épargne,Épargne classique,Actif,2024/08/17,XAF,2702706
237-01-676542827,CUST-0002620,Tontine,Compte tontine,Actif,2025-10-23,XAF,1203022
237-01-457710361,CUST-0004159,Professionnel,Crédit scolaire,Dormant,2018-08-13,FCFA,2534338
237-01-109761080,CUST-0001752,Tontine,Compte tontine,Actif,2018-04-09,XAF,3962340
237-01-201025735,CUST-0003575,Professionnel,Crédit commercial,Bloqué,2022-09-15,XAF,622590
237-01-135852468,CUST-0003062,Professionnel,Crédit scolaire,Actif,2024/07/09,FCFA,70423
237-01-864293218,CUST-0003501,Épargne,Épargne projet,Dormant,2024/02/19,XAF,1353170
237-01-643554665,CUST-0000832,Professionnel,Compte professionnel,Actif,2023/05/14,XAF,2744161
237-01-864410501,CUST-0003249,Épargne,Épargne jeune,Clôturé,2025-12-15,FCFA,449362
237-01-537930290,CUST-0003529,Épargne,Épargne classique,Actif,2021-07-17,XAF,346765
237-01-514958562,CUST-0000009,Professionnel,Crédit scolaire,Actif,2022-02-04,XAF,1090787
237-01-103557178,CUST-0005758,Épargne,Épargne jeune,Actif,2017-11-16,XAF,1253088
237-01-890514930,CUST-0000260,Épargne,Épargne projet,Actif,2017-11-08,XAF,1430759
237-01-224340904,CUST-0001135,Épargne,Épargne classique,Actif,2020-03-14,XAF,3836843
237-01-292824844,CUST-0005567,Professionnel,Crédit commercial,Dormant,2023-03-09,XAF,772358
237-01-209031959,CUST-0004248,Professionnel,Crédit scolaire,Actif,2021-09-28,XAF,1173364
237-01-470746910,CUST-0001681,Association,Compte association,Actif,2017-03-01,FCFA,4728596
237-01-660534666,CUST-0001734,Professionnel,Crédit scolaire,Actif,2023-12-09,FCFA,1170850
237-01-478743435,CUST-0003404,Épargne,Épargne classique,Actif,2017-05-21,FCFA,554961
237-01-456234994,CUST-0002724,Professionnel,Crédit scolaire,Actif,2025-06-25,FCFA,4526729
237-01-152709513,CUST-0005145,Professionnel,Compte professionnel,Actif,2017-04-26,FCFA,136173
237-01-346979058,CUST-0005658,Tontine,Compte tontine,Actif,2020-11-30,XAF,1129134
237-01-443306322,CUST-0003732,Tontine,Compte tontine,Actif,2023/11/21,XAF,1473903
237-01-587644786,CUST-0003801,Professionnel,Crédit scolaire,Actif,2025-05-16,FCFA,2551388
237-01-781563806,CUST-0003797,Épargne,Épargne projet,Actif,2025-03-08,XAF,4445080
237-01-362963733,CUST-0001414,Épargne,Épargne jeune,Actif,2024-03-19,XAF,4074102
237-01-592608845,CUST-0001688,Courant,Compte courant,Actif,2019/02/24,XAF,4366559
237-01-586335592,CUST-0001836,Épargne,Épargne projet,Actif,2021-04-10,XAF,3165180
237-01-840731403,CUST-0004237,Courant,Compte courant,Actif,2017-02-13,XAF,1354711
237-01-934546577,CUST-0001971,Courant,Compte salaire,Actif,19/04/2020,XAF,1987722
237-01-755528855,CUST-0002655,Professionnel,Crédit commercial,Actif,2020-02-27,FCFA,4747946
237-01-539189593,CUST-0002415,Tontine,Compte tontine,Actif,2017/05/03,FCFA,3035573
237-01-697441533,CUST-0002797,Association,Compte association,Actif,2018-11-06,XAF,2009539
237-01-808158172,CUST-0005163,Épargne,Épargne projet,Actif,2017-02-13,XAF,595730
237-01-748759996,CUST-0004902,Commerçant,Compte commerçant,Actif,2017-05-13,XAF,3946489
237-01-732020957,CUST-0001681,Épargne,Épargne projet,Bloqué,2020-01-25,XAF,831017
237-01-822347223,CUST-0000085,Professionnel,Compte professionnel,Actif,2019-01-30,XAF,1695341
237-01-323617171,CUST-0000993,Professionnel,Crédit scolaire,Dormant,2024-02-28,XAF,2960057
237-01-102906111,CUST-0002052,Professionnel,Compte professionnel,Actif,2023-12-08,XAF,2828981
237-01-744509556,CUST-0004634,Professionnel,Crédit commercial,Actif,2018-12-12,FCFA,41017
237-01-503704956,CUST-0002098,Courant,Compte courant,Actif,2024-08-25,XAF,2786406
237-01-788836438,CUST-0003675,Courant,Compte salaire,Actif,2021-08-05,FCFA,3961086
237-01-742614658,CUST-0000656,Courant,Compte salaire,Actif,2024-11-20,FCFA,758784
237-01-525346637,CUST-0000683,Professionnel,Crédit scolaire,Actif,2025-01-03,FCFA,857917
237-01-899091347,CUST-0003675,Épargne,Épargne classique,Actif,2017-08-30,FCFA,103275
237-01-790262371,CUST-0004708,Courant,Compte courant,Clôturé,16/07/2021,FCFA,1381672
237-01-969858457,CUST-0002002,Association,Compte association,Actif,06/11/2025,FCFA,3375981
237-01-363836603,CUST-0000633,Courant,Compte salaire,Actif,2018-07-26,FCFA,1213106
237-01-793457255,CUST-0001513,Professionnel,Crédit commercial,Actif,2017-06-22,FCFA,3947027
237-01-602334226,CUST-0004952,Professionnel,Compte professionnel,Actif,2019-09-27,XAF,1374791
237-01-976862564,CUST-0003337,Commerçant,Compte commerçant,Actif,2018-07-07,FCFA,874752
237-01-327784067,CUST-0005775,Épargne,Épargne classique,Actif,2017-03-28,XAF,2495507
237-01-629199561,CUST-0004877,Professionnel,Crédit scolaire,Actif,2017/06/02,FCFA,945078
237-01-979171800,CUST-0005463,Tontine,Compte tontine,Actif,2019-05-22,XAF,1682907
237-01-602685129,CUST-0006056,Professionnel,Crédit commercial,Actif,2019-10-25,FCFA,475540
237-01-339928125,CUST-0003033,Professionnel,Crédit commercial,Actif,2024-09-18,XAF,4758670
237-01-893282549,CUST-0000056,Courant,Compte salaire,Actif,2017-11-29,XAF,1000965
237-01-746555213,CUST-0004317,Épargne,Épargne projet,Actif,2017/12/21,FCFA,4653061
237-01-707838060,CUST-0000998,Commerçant,Compte commerçant,Actif,03/11/2019,XAF,3651432
237-01-491025158,CUST-0005734,Épargne,Épargne classique,Actif,2023-12-29,FCFA,3957844
237-01-353343696,CUST-0003348,Professionnel,Compte professionnel,Actif,2024-09-29,XAF,4484791
237-01-792674153,CUST-0006158,Courant,Compte courant,Actif,2020/08/18,XAF,3854886
237-01-489147243,CUST-0001621,Épargne,Épargne classique,Actif,2018-06-18,FCFA,3779081
237-01-453816102,CUST-0004420,Courant,Compte salaire,Actif,2022-10-01,XAF,1372689
237-01-280026826,CUST-0004586,Épargne,Épargne classique,Actif,2023-10-01,XAF,4312134
237-01-851592022,CUST-0001539,Professionnel,Crédit commercial,Actif,2017-01-01,FCFA,4257242
237-01-433224325,CUST-0004322,Association,Compte association,Actif,2023-02-14,FCFA,4177397
237-01-153423202,CUST-0002846,Tontine,Compte tontine,Actif,2019-04-18,XAF,2984051
237-01-350071902,CUST-0003495,Professionnel,Crédit scolaire,Actif,2022/02/26,XAF,1101354
237-01-867252966,CUST-0003943,Professionnel,Crédit commercial,Actif,01/01/2022,XAF,2783944
237-01-908857878,CUST-0000206,Professionnel,Crédit scolaire,Bloqué,2022-10-07,XAF,238011
237-01-921179351,CUST-0006138,Courant,Compte salaire,Actif,2017-02-26,XAF,3753758
237-01-417299817,CUST-0000424,Épargne,Épargne jeune,Actif,2025-10-12,XAF,376669
237-01-996521203,CUST-0005829,Professionnel,Crédit scolaire,Actif,2021-06-22,XAF,2839492
237-01-287274367,CUST-0003256,Épargne,Épargne projet,Clôturé,2020-05-25,FCFA,360142
237-01-821856969,CUST-0001052,Épargne,Épargne jeune,Actif,2019-06-07,XAF,4805713
237-01-295220761,CUST-0003236,Épargne,Épargne jeune,Actif,2021-07-16,XAF,2989741
237-01-532759669,CUST-0003729,Tontine,Compte tontine,Actif,2023-05-12,XAF,14560
237-01-388774088,CUST-0005811,Courant,Compte courant,Actif,2022-08-15,XAF,1868753
237-01-346089928,CUST-0004892,Courant,Compte courant,Actif,2024-07-18,FCFA,1477302
237-01-936312581,CUST-0000403,Association,Compte association,Actif,2026/06/04,FCFA,2781448
237-01-747717002,CUST-0001819,Courant,Compte salaire,Actif,2025/10/19,FCFA,1373768
237-01-413291357,CUST-0005961,Courant,Compte salaire,Actif,2020-04-26,XAF,1798075
237-01-426455261,CUST-0000913,Épargne,Épargne projet,Actif,2026-04-18,FCFA,3605257
237-01-254000895,CUST-0005639,Professionnel,Crédit commercial,Actif,2018-02-17,XAF,1450707
237-01-484586747,CUST-0001017,Épargne,Épargne projet,Actif,2023-07-26,XAF,933126
237-01-572907272,CUST-0001082,Professionnel,Crédit scolaire,Actif,2022-01-21,XAF,2372943
237-01-330650530,CUST-0000671,Tontine,Compte tontine,Actif,2017-04-29,FCFA,1229963
237-01-229640098,CUST-0005571,Professionnel,Compte professionnel,Actif,2021-03-11,XAF,4086910
237-01-395256637,CUST-0000161,Courant,Compte salaire,Actif,2023/03/04,FCFA,1355144
237-01-347610175,CUST-0005162,Épargne,Épargne classique,Actif,2020-07-01,FCFA,4822547
237-01-422089861,CUST-0000454,Courant,Compte courant,Actif,2019-08-14,FCFA,1473078
237-01-391565287,CUST-0001707,Épargne,Épargne projet,Actif,2026-05-07,XAF,2725314
237-01-107338107,CUST-0005695,Courant,Compte courant,Actif,2017/03/18,FCFA,3121601
237-01-410412944,CUST-0000235,Courant,Compte courant,Actif,2017-06-02,XAF,2871935
237-01-609057577,CUST-0003455,Tontine,Compte tontine,Dormant,2026-02-12,XAF,2768260
237-01-314432144,CUST-0000381,Association,Compte association,Actif,2021-09-19,XAF,1940659
237-01-274783415,CUST-0004950,Professionnel,Crédit commercial,Actif,06/03/2017,FCFA,2571999
237-01-390056187,CUST-0004604,Tontine,Compte tontine,Actif,2021-06-16,XAF,2424293
237-01-154476411,CUST-0005378,Professionnel,Crédit scolaire,Actif,2021-03-20,XAF,1494267
237-01-638501883,CUST-0003011,Professionnel,Compte professionnel,Actif,2024/06/07,XAF,274946
237-01-808833602,CUST-0004957,Épargne,Épargne projet,Actif,2026/01/12,XAF,2201861
237-01-303686450,CUST-0005294,Professionnel,Compte professionnel,Bloqué,2020-08-09,FCFA,3790134
237-01-265691667,CUST-0002327,Professionnel,Compte professionnel,Actif,2025-01-04,XAF,1766220
237-01-542352110,CUST-0004486,Épargne,Épargne jeune,Bloqué,2021-02-17,FCFA,4920235
237-01-644440958,CUST-0003462,Commerçant,Compte commerçant,Actif,2023-03-17,FCFA,3394247
237-01-210615424,CUST-0003464,Courant,Compte courant,Actif,2017/05/28,XAF,3067979
237-01-627702531,CUST-0005751,Professionnel,Crédit commercial,Actif,2019-12-10,XAF,3476164
237-01-710458918,CUST-0002274,Courant,Compte courant,Actif,2020-05-01,XAF,4242647
237-01-205884441,CUST-0002987,Tontine,Compte tontine,Actif,2024-03-22,XAF,4449473
237-01-359347060,CUST-0005710,Épargne,Épargne jeune,Actif,31/05/2026,XAF,1282766
237-01-663807690,CUST-0002446,Association,Compte association,Actif,2017-05-30,XAF,1025265
237-01-197947115,CUST-0003362,Tontine,Compte tontine,Actif,12/05/2023,XAF,4384532
237-01-469147780,CUST-0002973,Épargne,Épargne classique,Actif,2018-12-22,FCFA,1834532
237-01-489653396,CUST-0002822,Tontine,Compte tontine,Actif,2018-12-01,FCFA,601506
237-01-379937365,CUST-0003658,Épargne,Épargne jeune,Actif,2024-07-26,XAF,2785677
237-01-964307559,CUST-0004751,Professionnel,Compte professionnel,Actif,2021-10-30,XAF,4847619
237-01-553423192,CUST-0003931,Épargne,Épargne classique,Actif,2022-07-29,FCFA,3906396
237-01-549997913,CUST-0001602,Épargne,Épargne projet,Actif,2019-12-05,XAF,660260
237-01-305740378,CUST-0002254,Courant,Compte salaire,Actif,2019-06-06,XAF,2979487
237-01-538543882,CUST-0004602,Commerçant,Compte commerçant,Dormant,2023-03-28,FCFA,1447718
237-01-653423096,CUST-0004125,Courant,Compte courant,Actif,2023-06-30,FCFA,4707675
237-01-803776279,CUST-0001292,Épargne,Épargne projet,Actif,2023-11-16,FCFA,4692572
237-01-310668387,CUST-0002968,Commerçant,Compte commerçant,Actif,2021-05-04,XAF,3279186
237-01-510905401,CUST-0005294,Épargne,Épargne projet,Actif,2019-01-23,XAF,4322375
237-01-431522806,CUST-0000489,Commerçant,Compte commerçant,Actif,2025-04-02,FCFA,2176655
237-01-173090235,CUST-0000570,Tontine,Compte tontine,Actif,2017-07-26,XAF,249020
237-01-567598215,CUST-0005991,Association,Compte association,Actif,2020-04-18,XAF,1042781
237-01-147165522,CUST-0004104,Association,Compte association,Actif,2023-11-24,XAF,3208105
237-01-393546076,CUST-0002385,Épargne,Épargne classique,Actif,2025/06/18,XAF,1843485
237-01-439984221,CUST-0004976,Courant,Compte courant,Actif,2024-05-15,FCFA,4963542
237-01-222767293,CUST-0006080,Professionnel,Crédit scolaire,Actif,2020/09/11,FCFA,4588675
237-01-683220578,CUST-0004897,Épargne,Épargne projet,Actif,2017-07-29,FCFA,485480
237-01-505864110,CUST-0001930,Professionnel,Crédit scolaire,Actif,2017-02-13,FCFA,235451
237-01-497230362,CUST-0000503,Professionnel,Crédit commercial,Actif,2019-05-07,FCFA,3319849
237-01-547378285,CUST-0002017,Professionnel,Crédit scolaire,Actif,2021/04/28,XAF,4333349
237-01-137983223,CUST-0000219,Professionnel,Crédit commercial,Clôturé,2023/01/07,XAF,4325228
237-01-361308810,CUST-0004034,Professionnel,Compte professionnel,Actif,2019-05-10,XAF,3736621
237-01-458693680,CUST-0003849,Professionnel,Crédit scolaire,Actif,2020-01-16,FCFA,4677883
237-01-933480771,CUST-0000424,Courant,Compte salaire,Actif,2026-02-21,XAF,3776861
237-01-617365447,CUST-0002091,Courant,Compte salaire,Actif,2017/07/31,FCFA,3030523
237-01-876367430,CUST-0002043,Épargne,Épargne projet,Actif,2019-11-28,FCFA,2531825
237-01-449961244,CUST-0000916,Épargne,Épargne classique,Actif,2023-01-09,XAF,3155242
237-01-782400601,CUST-0001983,Professionnel,Crédit commercial,Actif,2017/09/15,FCFA,4394092
237-01-279648468,CUST-0003510,Association,Compte association,Actif,15/11/2017,FCFA,1662602
237-01-778188893,CUST-0002791,Courant,Compte salaire,Actif,2023-01-07,FCFA,2596251
237-01-718453316,CUST-0001384,Professionnel,Crédit scolaire,Bloqué,2021-01-30,XAF,3818160
237-01-411649036,CUST-0005761,Association,Compte association,Actif,2022/07/15,FCFA,4104936
237-01-244049762,CUST-0004539,Commerçant,Compte commerçant,Actif,2026-01-12,FCFA,1706412
237-01-237708785,CUST-0006060,Épargne,Épargne jeune,Bloqué,2017-09-14,FCFA,3311304
237-01-121687303,CUST-0004069,Professionnel,Crédit scolaire,Actif,2023-05-01,FCFA,4873663
237-01-733938168,CUST-0004341,Tontine,Compte tontine,Actif,2023-06-04,XAF,1025362
237-01-931767239,CUST-0005319,Tontine,Compte tontine,Bloqué,06/09/2024,XAF,4089918
237-01-331727340,CUST-0005159,Épargne,Épargne projet,Actif,2021-08-17,XAF,3291601
237-01-310621071,CUST-0001191,Épargne,Épargne jeune,Actif,2024-11-25,XAF,3525818
237-01-200374381,CUST-0002168,Commerçant,Compte commerçant,Actif,2025-03-07,XAF,2101874
237-01-609197320,CUST-0000165,Professionnel,Crédit scolaire,Actif,2022-07-09,XAF,749453
237-01-112742870,CUST-0001696,Courant,Compte salaire,Actif,2017-01-22,FCFA,452283
237-01-757486729,CUST-0000486,Professionnel,Compte professionnel,Actif,2020-02-17,XAF,1113135
237-01-225866081,CUST-0002049,Professionnel,Crédit scolaire,Actif,2018-10-06,XAF,834220
237-01-782838216,CUST-0005579,Épargne,Épargne projet,Actif,2018/10/12,XAF,261738
237-01-874052191,CUST-0002248,Courant,Compte salaire,Actif,2019-10-02,XAF,4271805
237-01-502839165,CUST-0000122,Professionnel,Compte professionnel,Actif,2019-06-15,FCFA,634069
237-01-773347485,CUST-0001875,Professionnel,Crédit commercial,Actif,2022-01-23,FCFA,4188885
237-01-446819348,CUST-0001817,Épargne,Épargne classique,Actif,2024-12-09,XAF,3040054
237-01-232087710,CUST-0004946,Professionnel,Crédit commercial,Actif,2021/12/02,FCFA,2893708
237-01-360902658,CUST-0001632,Tontine,Compte tontine,Actif,2022-07-13,FCFA,1255832
237-01-239087552,CUST-0003872,Professionnel,Compte professionnel,Actif,2020-02-20,XAF,4210171
237-01-706500020,CUST-0000486,Association,Compte association,Actif,2022-02-23,FCFA,4605734
237-01-493545403,CUST-0003450,Professionnel,Crédit commercial,Actif,2022/07/25,FCFA,4465627
237-01-645340559,CUST-0001083,Professionnel,Crédit scolaire,Actif,2022-03-03,XAF,2537975
237-01-958325330,CUST-0000260,Professionnel,Compte professionnel,Bloqué,2017-03-17,FCFA,1588236
237-01-677384292,CUST-0003483,Professionnel,Crédit scolaire,Actif,2020-02-05,XAF,2790624
237-01-629267401,CUST-0000963,Association,Compte association,Actif,2024-04-12,XAF,2322664
237-01-186004149,CUST-0002932,Professionnel,Crédit commercial,Actif,2022/02/26,XAF,4550971
237-01-594739308,CUST-0002858,Association,Compte association,Actif,2020-10-15,FCFA,2482757
237-01-640159461,CUST-0001110,Tontine,Compte tontine,Actif,2020-04-08,XAF,767725
237-01-225123878,CUST-0002402,Professionnel,Crédit commercial,Clôturé,2026-01-23,XAF,350752
237-01-856022601,CUST-0004947,Tontine,Compte tontine,Actif,2021-12-31,FCFA,3438563
237-01-458555906,CUST-0003547,Courant,Compte salaire,Actif,2025-07-16,XAF,2182597
237-01-534969766,CUST-0005961,Tontine,Compte tontine,Actif,2023-10-22,XAF,111688
237-01-771203157,CUST-0003655,Épargne,Épargne projet,Actif,2019-05-14,XAF,4748304
237-01-959180045,CUST-0002993,Professionnel,Crédit scolaire,Dormant,2021-06-11,XAF,3545841
237-01-746554096,CUST-0005598,Courant,Compte salaire,Actif,2025-03-15,XAF,2318245
237-01-217123555,CUST-0005052,Tontine,Compte tontine,Bloqué,2020-10-27,XAF,2919982
237-01-796160448,CUST-0000949,Professionnel,Crédit commercial,Actif,2022-05-24,FCFA,3252776
237-01-211277318,CUST-0000059,Professionnel,Crédit commercial,Actif,2017-01-16,XAF,1949894
237-01-135158899,CUST-0003259,Professionnel,Compte professionnel,Actif,2023/10/13,FCFA,168702
237-01-737314720,CUST-0005010,Professionnel,Compte professionnel,Actif,2019-09-01,FCFA,4353069
237-01-806368084,CUST-0001758,Tontine,Compte tontine,Actif,2025-07-19,XAF,799411
237-01-481887732,CUST-0002457,Association,Compte association,Bloqué,2026-04-12,FCFA,4917347
237-01-590534140,CUST-0000444,Courant,Compte courant,Actif,2020-07-07,XAF,2055247
237-01-300096654,CUST-0002996,Association,Compte association,Actif,2022-04-06,XAF,1276636
237-01-207746610,CUST-0003873,Courant,Compte salaire,Actif,05/03/2025,FCFA,225871
237-01-737415104,CUST-0003040,Épargne,Épargne classique,Actif,2021-01-08,XAF,4657346
237-01-224419413,CUST-0000924,Épargne,Épargne projet,Actif,2023-11-07,XAF,3525663
237-01-296296517,CUST-0004665,Courant,Compte salaire,Actif,2023-02-23,FCFA,745167
237-01-738314356,CUST-0001968,Professionnel,Crédit scolaire,Clôturé,2020-03-21,XAF,3112547
237-01-983392509,CUST-0004344,Épargne,Épargne classique,Bloqué,2020/06/05,XAF,2277421
237-01-759521824,CUST-0004534,Professionnel,Compte professionnel,Actif,2023-09-08,FCFA,1183049
237-01-847254309,CUST-0004313,Courant,Compte salaire,Actif,25/12/2024,XAF,2749664
237-01-907886105,CUST-0002324,Tontine,Compte tontine,Actif,2022-12-19,FCFA,3053759
237-01-392026619,CUST-0002910,Épargne,Épargne classique,Actif,2017-10-05,XAF,3933172
237-01-122318405,CUST-0000966,Professionnel,Crédit scolaire,Actif,2022-08-24,FCFA,2606962
237-01-171728937,CUST-0003698,Tontine,Compte tontine,Actif,2025-06-10,FCFA,2742721
237-01-205625847,CUST-0003825,Épargne,Épargne jeune,Actif,22/11/2019,FCFA,2491789
237-01-847148976,CUST-0003697,Commerçant,Compte commerçant,Actif,2018-02-03,FCFA,4490913
237-01-497488540,CUST-0002654,Commerçant,Compte commerçant,Actif,2019-12-26,XAF,284103
237-01-433521144,CUST-0000387,Association,Compte association,Actif,2022-03-25,XAF,3755535
237-01-750712992,CUST-0001936,Épargne,Épargne jeune,Actif,2021-05-11,FCFA,467786
237-01-700957788,CUST-0006065,Courant,Compte salaire,Actif,2019-01-30,FCFA,2077254
237-01-909482814,CUST-0002000,Association,Compte association,Actif,2022-03-20,XAF,4089099
